Ensembl ID	Entrez ID	TF family	Protein have DBD
ENSDARG00000003102	445160	zf-C2H2	ENSDARP00000011972;
ENSDARG00000008333	373087	zf-C2H2	ENSDARP00000012567;ENSDARP00000129579;
ENSDARG00000015506	100006043	zf-C2H2	ENSDARP00000012722;
ENSDARG00000071741	553993	zf-C2H2	ENSDARP00000013751;ENSDARP00000122515;ENSDARP00000114029;
ENSDARG00000013539	30177	zf-C2H2	ENSDARP00000013960;ENSDARP00000046078;ENSDARP00000050480;ENSDARP00000074176;
ENSDARG00000020884	548610	zf-C2H2	ENSDARP00000015266;
ENSDARG00000007430	492816	zf-C2H2	ENSDARP00000015394;
ENSDARG00000015495	117603	zf-C2H2	ENSDARP00000015473;
ENSDARG00000020746	553814	zf-C2H2	ENSDARP00000017502;
ENSDARG00000015312	798629	zf-C2H2	ENSDARP00000019229;
ENSDARG00000013279	564210	zf-C2H2	ENSDARP00000020208;
ENSDARG00000017400	30104	zf-C2H2	ENSDARP00000020778;
ENSDARG00000006038	406815	zf-C2H2	ENSDARP00000022060;ENSDARP00000106888;
ENSDARG00000010124	324261	zf-C2H2	ENSDARP00000023214;
ENSDARG00000005026	369196	zf-C2H2	ENSDARP00000023365;ENSDARP00000105499;
ENSDARG00000014091	450059	zf-C2H2	ENSDARP00000023564;
ENSDARG00000016022	403041	zf-C2H2	ENSDARP00000024199;
ENSDARG00000014680	327348	zf-C2H2	ENSDARP00000024217;
ENSDARG00000015554	58077	zf-C2H2	ENSDARP00000026131;
ENSDARG00000005382	393876	zf-C2H2	ENSDARP00000026323;
ENSDARG00000031420	30245	zf-C2H2	ENSDARP00000029174;
ENSDARG00000076171	565077	zf-C2H2	ENSDARP00000029203;
ENSDARG00000023261	564658	zf-C2H2	ENSDARP00000029608;
ENSDARG00000015959	\N	zf-C2H2	ENSDARP00000029663;
ENSDARG00000077085	503597	zf-C2H2	ENSDARP00000029802;ENSDARP00000097135;
ENSDARG00000008247	567023	zf-C2H2	ENSDARP00000032826;ENSDARP00000121603;
ENSDARG00000073821	\N	zf-C2H2	ENSDARP00000033162;
ENSDARG00000044842	503599	zf-C2H2	ENSDARP00000033400;
ENSDARG00000022251	565481	zf-C2H2	ENSDARP00000034396;ENSDARP00000109244;ENSDARP00000129620;
ENSDARG00000027933	100333406	zf-C2H2	ENSDARP00000035545;ENSDARP00000120693;
ENSDARG00000022952	327401	zf-C2H2	ENSDARP00000036300;
ENSDARG00000029072	280650	zf-C2H2	ENSDARP00000037789;ENSDARP00000114929;
ENSDARG00000071833	503527	zf-C2H2	ENSDARP00000038996;ENSDARP00000117363;
ENSDARG00000034025	541420	zf-C2H2	ENSDARP00000039924;
ENSDARG00000076885	100126101	zf-C2H2	ENSDARP00000041281;ENSDARP00000098908;
ENSDARG00000022905	794515	zf-C2H2	ENSDARP00000042769;
ENSDARG00000020655	792891	zf-C2H2	ENSDARP00000044125;
ENSDARG00000032285	541422	zf-C2H2	ENSDARP00000046782;
ENSDARG00000013207	114425	zf-C2H2	ENSDARP00000047723;
ENSDARG00000012887	492800	zf-C2H2	ENSDARP00000048103;
ENSDARG00000033680	352930	zf-C2H2	ENSDARP00000049150;ENSDARP00000112044;
ENSDARG00000030267	445389	zf-C2H2	ENSDARP00000049330;ENSDARP00000124885;
ENSDARG00000035116	\N	zf-C2H2	ENSDARP00000050842;
ENSDARG00000035997	568464	zf-C2H2	ENSDARP00000052259;
ENSDARG00000036043	793421	zf-C2H2	ENSDARP00000052328;
ENSDARG00000036698	100034513	zf-C2H2	ENSDARP00000053299;ENSDARP00000125728;
ENSDARG00000036855	664689	zf-C2H2	ENSDARP00000053508;
ENSDARG00000056175	325372	zf-C2H2	ENSDARP00000053781;
ENSDARG00000037154	568037	zf-C2H2	ENSDARP00000054019;ENSDARP00000119216;ENSDARP00000103635;
ENSDARG00000037178	570746	zf-C2H2	ENSDARP00000054065;
ENSDARG00000037405	550461	zf-C2H2	ENSDARP00000054427;
ENSDARG00000037421	30498	zf-C2H2	ENSDARP00000054459;
ENSDARG00000038006	550389	zf-C2H2	ENSDARP00000055394;
ENSDARG00000038243	561158	zf-C2H2	ENSDARP00000055766;
ENSDARG00000038561	793760	zf-C2H2	ENSDARP00000056290;
ENSDARG00000038792	65238	zf-C2H2	ENSDARP00000056654;
ENSDARG00000039716	\N	zf-C2H2	ENSDARP00000058052;
ENSDARG00000039843	393408	zf-C2H2	ENSDARP00000058276;
ENSDARG00000039987	562048	zf-C2H2	ENSDARP00000058501;ENSDARP00000117543;
ENSDARG00000040046	494038	zf-C2H2	ENSDARP00000058570;ENSDARP00000108624;
ENSDARG00000040123	568996	zf-C2H2	ENSDARP00000058684;ENSDARP00000112530;
ENSDARG00000040141	792031	zf-C2H2	ENSDARP00000058714;ENSDARP00000069680;
ENSDARG00000090987	\N	zf-C2H2	ENSDARP00000058715;
ENSDARG00000040179	792098	zf-C2H2	ENSDARP00000058774;
ENSDARG00000040214	541533	zf-C2H2	ENSDARP00000058828;
ENSDARG00000052131	403042	zf-C2H2	ENSDARP00000058991;ENSDARP00000110429;
ENSDARG00000022161	567760	zf-C2H2	ENSDARP00000059045;ENSDARP00000113493;ENSDARP00000115686;
ENSDARG00000041572	407655	zf-C2H2	ENSDARP00000060948;
ENSDARG00000042652	555701	zf-C2H2	ENSDARP00000062562;ENSDARP00000129088;
ENSDARG00000042667	117508	zf-C2H2	ENSDARP00000062586;
ENSDARG00000042796	322397	zf-C2H2	ENSDARP00000062810;
ENSDARG00000042826	30190	zf-C2H2	ENSDARP00000062854;
ENSDARG00000038476	566190	zf-C2H2	ENSDARP00000063194;ENSDARP00000120131;
ENSDARG00000043126	503516	zf-C2H2	ENSDARP00000063317;ENSDARP00000096702;
ENSDARG00000043302	541369	zf-C2H2	ENSDARP00000063570;
ENSDARG00000075363	100006266	zf-C2H2	ENSDARP00000063574;
ENSDARG00000043808	548342	zf-C2H2	ENSDARP00000064325;ENSDARP00000111423;
ENSDARG00000044457	798697	zf-C2H2	ENSDARP00000065138;
ENSDARG00000044485	572527	zf-C2H2	ENSDARP00000065330;
ENSDARG00000044848	541434	zf-C2H2	ENSDARP00000065917;ENSDARP00000106748;ENSDARP00000114901;
ENSDARG00000044850	572670	zf-C2H2	ENSDARP00000065919;
ENSDARG00000045595	324173	zf-C2H2	ENSDARP00000067035;ENSDARP00000115040;
ENSDARG00000046019	792194	zf-C2H2	ENSDARP00000067651;ENSDARP00000110183;
ENSDARG00000031243	567724	zf-C2H2	ENSDARP00000068039;
ENSDARG00000051926	561450	zf-C2H2	ENSDARP00000068130;ENSDARP00000107088;
ENSDARG00000076067	555753	zf-C2H2	ENSDARP00000068201;ENSDARP00000084405;
ENSDARG00000096553	792701	zf-C2H2	ENSDARP00000068323;
ENSDARG00000052254	100537559	zf-C2H2	ENSDARP00000068571;
ENSDARG00000052766	566318	zf-C2H2	ENSDARP00000069169;
ENSDARG00000053165	568840	zf-C2H2	ENSDARP00000069644;
ENSDARG00000053192	554121	zf-C2H2	ENSDARP00000069673;
ENSDARG00000077712	792031	zf-C2H2	ENSDARP00000069694;ENSDARP00000105500;
ENSDARG00000053260	553741	zf-C2H2	ENSDARP00000069761;
ENSDARG00000053301	323882	zf-C2H2	ENSDARP00000069814;
ENSDARG00000053695	797781	zf-C2H2	ENSDARP00000070251;
ENSDARG00000055106	560300	zf-C2H2	ENSDARP00000071856;ENSDARP00000106684;ENSDARP00000100768;
ENSDARG00000044098	368241	zf-C2H2	ENSDARP00000072456;ENSDARP00000115255;ENSDARP00000111130;
ENSDARG00000056491	402893	zf-C2H2	ENSDARP00000073468;ENSDARP00000109784;ENSDARP00000113181;
ENSDARG00000056621	415104	zf-C2H2	ENSDARP00000073595;
ENSDARG00000056666	324931	zf-C2H2	ENSDARP00000073657;ENSDARP00000101509;ENSDARP00000100199;
ENSDARG00000057324	100330167	zf-C2H2	ENSDARP00000074406;
ENSDARG00000057586	568041	zf-C2H2	ENSDARP00000074744;ENSDARP00000090954;
ENSDARG00000069869	553738	zf-C2H2	ENSDARP00000074886;
ENSDARG00000057707	406856	zf-C2H2	ENSDARP00000074890;
ENSDARG00000078952	\N	zf-C2H2	ENSDARP00000075877;
ENSDARG00000078476	\N	zf-C2H2	ENSDARP00000075880;ENSDARP00000123609;
ENSDARG00000058566	\N	zf-C2H2	ENSDARP00000075891;ENSDARP00000113005;
ENSDARG00000058804	561377	zf-C2H2	ENSDARP00000076186;
ENSDARG00000090445	\N	zf-C2H2	ENSDARP00000076488;
ENSDARG00000074146	569975	zf-C2H2	ENSDARP00000076520;ENSDARP00000076523;
ENSDARG00000090059	\N	zf-C2H2	ENSDARP00000077392;
ENSDARG00000059707	566696	zf-C2H2	ENSDARP00000077731;ENSDARP00000118324;
ENSDARG00000060661	562805	zf-C2H2	ENSDARP00000080163;
ENSDARG00000078324	559174	zf-C2H2	ENSDARP00000080488;ENSDARP00000107731;
ENSDARG00000060900	777625	zf-C2H2	ENSDARP00000080722;
ENSDARG00000061030	556915	zf-C2H2	ENSDARP00000081027;
ENSDARG00000061147	100003733	zf-C2H2	ENSDARP00000081313;
ENSDARG00000061352	678650	zf-C2H2	ENSDARP00000081860;
ENSDARG00000061368	767805	zf-C2H2	ENSDARP00000081884;
ENSDARG00000061827	798710	zf-C2H2	ENSDARP00000083083;ENSDARP00000068451;
ENSDARG00000062106	560043	zf-C2H2	ENSDARP00000083836;ENSDARP00000122207;
ENSDARG00000062231	100038768	zf-C2H2	ENSDARP00000084183;
ENSDARG00000062302	557571	zf-C2H2	ENSDARP00000084356;ENSDARP00000116026;
ENSDARG00000078416	564934	zf-C2H2	ENSDARP00000084452;
ENSDARG00000062401	792588	zf-C2H2	ENSDARP00000084659;
ENSDARG00000063701	338237	zf-C2H2	ENSDARP00000087763;ENSDARP00000118235;
ENSDARG00000089537	\N	zf-C2H2	ENSDARP00000087908;
ENSDARG00000092605	793476	zf-C2H2	ENSDARP00000088133;ENSDARP00000115249;
ENSDARG00000078004	30167	zf-C2H2	ENSDARP00000088134;
ENSDARG00000005186	387291	zf-C2H2	ENSDARP00000088299;
ENSDARG00000067727	100330974	zf-C2H2	ENSDARP00000088314;
ENSDARG00000077205	751712	zf-C2H2	ENSDARP00000088978;ENSDARP00000116640;
ENSDARG00000004594	568719	zf-C2H2	ENSDARP00000089079;ENSDARP00000128222;
ENSDARG00000068194	565869	zf-C2H2	ENSDARP00000089244;
ENSDARG00000052164	\N	zf-C2H2	ENSDARP00000089712;
ENSDARG00000077897	553232	zf-C2H2	ENSDARP00000089751;
ENSDARG00000068975	\N	zf-C2H2	ENSDARP00000090753;
ENSDARG00000074151	798047	zf-C2H2	ENSDARP00000092128;ENSDARP00000097206;ENSDARP00000097041;
ENSDARG00000087593	792293	zf-C2H2	ENSDARP00000092324;
ENSDARG00000069685	793794	zf-C2H2	ENSDARP00000092368;
ENSDARG00000070048	100126026	zf-C2H2	ENSDARP00000093270;
ENSDARG00000031455	541549	zf-C2H2	ENSDARP00000093500;ENSDARP00000116631;ENSDARP00000114131;
ENSDARG00000070156	100038783	zf-C2H2	ENSDARP00000093503;ENSDARP00000118653;
ENSDARG00000076571	353154	zf-C2H2	ENSDARP00000093674;ENSDARP00000056266;ENSDARP00000036988;
ENSDARG00000070677	60634	zf-C2H2	ENSDARP00000094772;
ENSDARG00000070809	100003866	zf-C2H2	ENSDARP00000095054;ENSDARP00000129744;ENSDARP00000071187;
ENSDARG00000043821	553082	zf-C2H2	ENSDARP00000095092;
ENSDARG00000070939	571608	zf-C2H2	ENSDARP00000095342;ENSDARP00000101131;
ENSDARG00000043973	566732	zf-C2H2	ENSDARP00000095560;
ENSDARG00000071402	\N	zf-C2H2	ENSDARP00000096306;ENSDARP00000076217;ENSDARP00000097211;
ENSDARG00000071496	415097	zf-C2H2	ENSDARP00000096538;
ENSDARG00000071497	368263	zf-C2H2	ENSDARP00000096539;
ENSDARG00000071535	\N	zf-C2H2	ENSDARP00000096616;
ENSDARG00000071583	100037394	zf-C2H2	ENSDARP00000096703;
ENSDARG00000079236	\N	zf-C2H2	ENSDARP00000096708;ENSDARP00000115800;
ENSDARG00000094427	\N	zf-C2H2	ENSDARP00000096714;
ENSDARG00000071589	\N	zf-C2H2	ENSDARP00000096722;ENSDARP00000128279;
ENSDARG00000095745	\N	zf-C2H2	ENSDARP00000097007;
ENSDARG00000071714	560276	zf-C2H2	ENSDARP00000097015;ENSDARP00000121786;
ENSDARG00000071716	101884809	zf-C2H2	ENSDARP00000097024;
ENSDARG00000088507	100331424	zf-C2H2	ENSDARP00000097029;ENSDARP00000129763;ENSDARP00000128040;ENSDARP00000128219;
ENSDARG00000089715	\N	zf-C2H2	ENSDARP00000097031;
ENSDARG00000097098	100331643	zf-C2H2	ENSDARP00000097044;
ENSDARG00000071725	560662	zf-C2H2	ENSDARP00000097056;
ENSDARG00000079735	101882235	zf-C2H2	ENSDARP00000097070;
ENSDARG00000071581	100034531	zf-C2H2	ENSDARP00000097078;ENSDARP00000122982;
ENSDARG00000089607	101884037	zf-C2H2	ENSDARP00000097117;
ENSDARG00000058827	503754	zf-C2H2	ENSDARP00000097121;
ENSDARG00000087338	\N	zf-C2H2	ENSDARP00000097145;
ENSDARG00000087255	\N	zf-C2H2	ENSDARP00000097157;
ENSDARG00000088936	\N	zf-C2H2	ENSDARP00000097160;
ENSDARG00000088820	\N	zf-C2H2	ENSDARP00000097167;
ENSDARG00000086631	101884653	zf-C2H2	ENSDARP00000097192;
ENSDARG00000014775	568943	zf-C2H2	ENSDARP00000097193;ENSDARP00000123361;
ENSDARG00000076783	100126808	zf-C2H2	ENSDARP00000097210;
ENSDARG00000071790	566710	zf-C2H2	ENSDARP00000097214;
ENSDARG00000092874	100006786	zf-C2H2	ENSDARP00000097220;ENSDARP00000123457;
ENSDARG00000076807	\N	zf-C2H2	ENSDARP00000097223;ENSDARP00000127493;ENSDARP00000092806;
ENSDARG00000058507	570476	zf-C2H2	ENSDARP00000097226;
ENSDARG00000075474	571761	zf-C2H2	ENSDARP00000097261;
ENSDARG00000088733	101884416	zf-C2H2	ENSDARP00000097268;
ENSDARG00000071816	101884013	zf-C2H2	ENSDARP00000097272;
ENSDARG00000078159	569236	zf-C2H2	ENSDARP00000097277;ENSDARP00000123460;
ENSDARG00000071819	\N	zf-C2H2	ENSDARP00000097281;ENSDARP00000119129;
ENSDARG00000092093	798270	zf-C2H2	ENSDARP00000097282;ENSDARP00000087909;ENSDARP00000075831;ENSDARP00000097039;ENSDARP00000107697;
ENSDARG00000088051	\N	zf-C2H2	ENSDARP00000097308;ENSDARP00000127894;
ENSDARG00000067501	100003410	zf-C2H2	ENSDARP00000097319;
ENSDARG00000091098	100126140	zf-C2H2	ENSDARP00000097339;ENSDARP00000106856;
ENSDARG00000040144	\N	zf-C2H2	ENSDARP00000097340;
ENSDARG00000079427	100006786	zf-C2H2	ENSDARP00000097345;
ENSDARG00000077077	100148648	zf-C2H2	ENSDARP00000097346;
ENSDARG00000012642	793549	zf-C2H2	ENSDARP00000097347;ENSDARP00000115548;
ENSDARG00000077017	\N	zf-C2H2	ENSDARP00000097349;
ENSDARG00000087465	100330312	zf-C2H2	ENSDARP00000097351;
ENSDARG00000074768	541420	zf-C2H2	ENSDARP00000097368;
ENSDARG00000091017	\N	zf-C2H2	ENSDARP00000097373;ENSDARP00000111315;
ENSDARG00000078723	100006445	zf-C2H2	ENSDARP00000097379;ENSDARP00000113445;
ENSDARG00000076222	100126810	zf-C2H2	ENSDARP00000097398;
ENSDARG00000071862	562337	zf-C2H2	ENSDARP00000097409;
ENSDARG00000071868	562505	zf-C2H2	ENSDARP00000097432;
ENSDARG00000075639	559243	zf-C2H2	ENSDARP00000097508;ENSDARP00000113526;
ENSDARG00000079201	100332862	zf-C2H2	ENSDARP00000097577;
ENSDARG00000026972	556659	zf-C2H2	ENSDARP00000097616;ENSDARP00000120936;
ENSDARG00000073708	798325	zf-C2H2	ENSDARP00000097711;
ENSDARG00000079738	\N	zf-C2H2	ENSDARP00000097852;
ENSDARG00000073861	568488	zf-C2H2	ENSDARP00000098002;
ENSDARG00000075194	797788	zf-C2H2	ENSDARP00000098110;
ENSDARG00000073800	797138	zf-C2H2	ENSDARP00000098144;ENSDARP00000104455;
ENSDARG00000089973	\N	zf-C2H2	ENSDARP00000098146;
ENSDARG00000074009	563440	zf-C2H2	ENSDARP00000098259;
ENSDARG00000076214	449909	zf-C2H2	ENSDARP00000098455;
ENSDARG00000077693	\N	zf-C2H2	ENSDARP00000098459;
ENSDARG00000077987	566334	zf-C2H2	ENSDARP00000098492;ENSDARP00000127519;
ENSDARG00000076763	556835	zf-C2H2	ENSDARP00000098588;
ENSDARG00000079035	\N	zf-C2H2	ENSDARP00000098658;
ENSDARG00000075773	\N	zf-C2H2	ENSDARP00000098741;
ENSDARG00000090911	\N	zf-C2H2	ENSDARP00000098899;
ENSDARG00000089142	541480	zf-C2H2	ENSDARP00000098962;
ENSDARG00000076252	\N	zf-C2H2	ENSDARP00000098984;ENSDARP00000125376;
ENSDARG00000074171	449909	zf-C2H2	ENSDARP00000099012;
ENSDARG00000079222	571611	zf-C2H2	ENSDARP00000099055;
ENSDARG00000078808	\N	zf-C2H2	ENSDARP00000099304;
ENSDARG00000079085	101885241	zf-C2H2	ENSDARP00000099332;
ENSDARG00000077923	100137121	zf-C2H2	ENSDARP00000099453;
ENSDARG00000075372	492560	zf-C2H2	ENSDARP00000099480;
ENSDARG00000017366	100000537	zf-C2H2	ENSDARP00000099506;ENSDARP00000118918;
ENSDARG00000079268	571740	zf-C2H2	ENSDARP00000099540;
ENSDARG00000078814	100005466	zf-C2H2	ENSDARP00000099658;ENSDARP00000125956;
ENSDARG00000076272	565096	zf-C2H2	ENSDARP00000099687;
ENSDARG00000078212	323052	zf-C2H2	ENSDARP00000099938;
ENSDARG00000079995	100124596	zf-C2H2	ENSDARP00000099960;
ENSDARG00000075432	\N	zf-C2H2	ENSDARP00000100034;
ENSDARG00000075145	100006084	zf-C2H2	ENSDARP00000100251;
ENSDARG00000074446	100126112	zf-C2H2	ENSDARP00000100384;
ENSDARG00000078281	100141356	zf-C2H2	ENSDARP00000100392;
ENSDARG00000075470	553777	zf-C2H2	ENSDARP00000100490;ENSDARP00000125306;
ENSDARG00000079749	100136854	zf-C2H2	ENSDARP00000100606;
ENSDARG00000089814	101886808	zf-C2H2	ENSDARP00000100761;ENSDARP00000126556;
ENSDARG00000075417	794317	zf-C2H2	ENSDARP00000100782;
ENSDARG00000088057	100150682	zf-C2H2	ENSDARP00000100972;
ENSDARG00000077683	100002012	zf-C2H2	ENSDARP00000100973;
ENSDARG00000093656	100002333	zf-C2H2	ENSDARP00000101023;ENSDARP00000115731;
ENSDARG00000074365	556292	zf-C2H2	ENSDARP00000101300;ENSDARP00000129558;
ENSDARG00000079343	100150909	zf-C2H2	ENSDARP00000101351;
ENSDARG00000075796	\N	zf-C2H2	ENSDARP00000101425;
ENSDARG00000043303	541362	zf-C2H2	ENSDARP00000101436;
ENSDARG00000074544	553302	zf-C2H2	ENSDARP00000101464;ENSDARP00000104063;ENSDARP00000110387;
ENSDARG00000073818	\N	zf-C2H2	ENSDARP00000101630;
ENSDARG00000076108	100170823	zf-C2H2	ENSDARP00000101658;
ENSDARG00000086922	\N	zf-C2H2	ENSDARP00000101681;
ENSDARG00000079760	541430	zf-C2H2	ENSDARP00000101921;
ENSDARG00000079203	\N	zf-C2H2	ENSDARP00000102024;
ENSDARG00000076442	797700	zf-C2H2	ENSDARP00000102271;
ENSDARG00000077078	100126120	zf-C2H2	ENSDARP00000102282;ENSDARP00000097107;ENSDARP00000097184;ENSDARP00000097203;
ENSDARG00000077799	795099	zf-C2H2	ENSDARP00000102334;
ENSDARG00000075841	\N	zf-C2H2	ENSDARP00000102337;
ENSDARG00000078728	569852	zf-C2H2	ENSDARP00000102555;
ENSDARG00000074319	555721	zf-C2H2	ENSDARP00000102655;
ENSDARG00000078630	100150484	zf-C2H2	ENSDARP00000102673;
ENSDARG00000091686	570343	zf-C2H2	ENSDARP00000102725;ENSDARP00000126356;
ENSDARG00000031307	767673	zf-C2H2	ENSDARP00000102801;ENSDARP00000045812;
ENSDARG00000076054	\N	zf-C2H2	ENSDARP00000102950;ENSDARP00000105805;
ENSDARG00000073693	\N	zf-C2H2	ENSDARP00000102958;
ENSDARG00000079428	324116	zf-C2H2	ENSDARP00000103015;ENSDARP00000103669;
ENSDARG00000079930	100150484	zf-C2H2	ENSDARP00000103086;
ENSDARG00000079947	100151531	zf-C2H2	ENSDARP00000103094;ENSDARP00000117376;
ENSDARG00000077143	566071	zf-C2H2	ENSDARP00000103355;ENSDARP00000118897;
ENSDARG00000078388	100333582	zf-C2H2	ENSDARP00000103398;
ENSDARG00000075891	100149526	zf-C2H2	ENSDARP00000103415;ENSDARP00000124330;
ENSDARG00000074825	100001353	zf-C2H2	ENSDARP00000103518;
ENSDARG00000087839	100333245	zf-C2H2	ENSDARP00000103559;
ENSDARG00000073857	553670	zf-C2H2	ENSDARP00000103603;
ENSDARG00000069285	566190	zf-C2H2	ENSDARP00000103612;
ENSDARG00000074397	\N	zf-C2H2	ENSDARP00000103737;
ENSDARG00000079528	100000517	zf-C2H2	ENSDARP00000103798;ENSDARP00000126152;
ENSDARG00000086984	100330140	zf-C2H2	ENSDARP00000103852;
ENSDARG00000077615	562791	zf-C2H2	ENSDARP00000103862;ENSDARP00000114395;
ENSDARG00000079277	\N	zf-C2H2	ENSDARP00000103913;
ENSDARG00000091698	\N	zf-C2H2	ENSDARP00000103944;
ENSDARG00000075834	\N	zf-C2H2	ENSDARP00000103962;ENSDARP00000126827;ENSDARP00000126669;
ENSDARG00000075511	\N	zf-C2H2	ENSDARP00000103975;ENSDARP00000125141;
ENSDARG00000079613	560775	zf-C2H2	ENSDARP00000104082;
ENSDARG00000076657	259255	zf-C2H2	ENSDARP00000104090;
ENSDARG00000076331	\N	zf-C2H2	ENSDARP00000104101;ENSDARP00000106369;
ENSDARG00000087177	\N	zf-C2H2	ENSDARP00000104136;
ENSDARG00000076920	101882810	zf-C2H2	ENSDARP00000104222;
ENSDARG00000078701	796276	zf-C2H2	ENSDARP00000104230;
ENSDARG00000073856	100149007	zf-C2H2	ENSDARP00000104272;
ENSDARG00000075085	\N	zf-C2H2	ENSDARP00000104302;ENSDARP00000125486;
ENSDARG00000087700	100148663	zf-C2H2	ENSDARP00000104480;ENSDARP00000125287;
ENSDARG00000087673	\N	zf-C2H2	ENSDARP00000104504;
ENSDARG00000086834	\N	zf-C2H2	ENSDARP00000104521;
ENSDARG00000088914	\N	zf-C2H2	ENSDARP00000104524;
ENSDARG00000088176	\N	zf-C2H2	ENSDARP00000104534;
ENSDARG00000090791	\N	zf-C2H2	ENSDARP00000104548;
ENSDARG00000086197	\N	zf-C2H2	ENSDARP00000104569;
ENSDARG00000086245	100536535	zf-C2H2	ENSDARP00000104599;
ENSDARG00000087824	\N	zf-C2H2	ENSDARP00000104639;
ENSDARG00000088518	\N	zf-C2H2	ENSDARP00000104654;
ENSDARG00000089363	101884376	zf-C2H2	ENSDARP00000104667;
ENSDARG00000052780	503768	zf-C2H2	ENSDARP00000104688;ENSDARP00000069189;
ENSDARG00000091364	101883109	zf-C2H2	ENSDARP00000104729;
ENSDARG00000093544	\N	zf-C2H2	ENSDARP00000104732;
ENSDARG00000089883	100003238	zf-C2H2	ENSDARP00000104735;
ENSDARG00000090569	100002469	zf-C2H2	ENSDARP00000104778;
ENSDARG00000086895	\N	zf-C2H2	ENSDARP00000104830;ENSDARP00000126419;
ENSDARG00000087118	\N	zf-C2H2	ENSDARP00000104862;ENSDARP00000125373;ENSDARP00000125462;
ENSDARG00000090440	\N	zf-C2H2	ENSDARP00000104926;
ENSDARG00000088888	\N	zf-C2H2	ENSDARP00000104931;ENSDARP00000125394;
ENSDARG00000087185	100001832	zf-C2H2	ENSDARP00000104938;
ENSDARG00000091396	\N	zf-C2H2	ENSDARP00000104964;
ENSDARG00000088861	101885416	zf-C2H2	ENSDARP00000104990;ENSDARP00000125392;
ENSDARG00000091805	\N	zf-C2H2	ENSDARP00000105020;
ENSDARG00000091394	101887048	zf-C2H2	ENSDARP00000105044;
ENSDARG00000088393	100538103	zf-C2H2	ENSDARP00000105093;ENSDARP00000104525;
ENSDARG00000088128	100535934	zf-C2H2	ENSDARP00000105113;
ENSDARG00000090998	100005923	zf-C2H2	ENSDARP00000105120;
ENSDARG00000091622	\N	zf-C2H2	ENSDARP00000105128;
ENSDARG00000089642	\N	zf-C2H2	ENSDARP00000105163;
ENSDARG00000088367	100332930	zf-C2H2	ENSDARP00000105183;
ENSDARG00000090024	\N	zf-C2H2	ENSDARP00000105193;
ENSDARG00000087837	101885161	zf-C2H2	ENSDARP00000105197;
ENSDARG00000087355	101884349	zf-C2H2	ENSDARP00000105208;
ENSDARG00000090200	101886516	zf-C2H2	ENSDARP00000105240;
ENSDARG00000086574	\N	zf-C2H2	ENSDARP00000105286;ENSDARP00000128906;
ENSDARG00000089345	799968	zf-C2H2	ENSDARP00000105293;
ENSDARG00000087412	445228	zf-C2H2	ENSDARP00000105302;
ENSDARG00000086829	\N	zf-C2H2	ENSDARP00000105306;
ENSDARG00000088548	\N	zf-C2H2	ENSDARP00000105311;
ENSDARG00000088389	\N	zf-C2H2	ENSDARP00000105352;
ENSDARG00000091566	\N	zf-C2H2	ENSDARP00000105360;
ENSDARG00000091035	\N	zf-C2H2	ENSDARP00000105387;
ENSDARG00000090532	101885267	zf-C2H2	ENSDARP00000105430;ENSDARP00000128071;
ENSDARG00000091808	\N	zf-C2H2	ENSDARP00000105464;
ENSDARG00000089827	\N	zf-C2H2	ENSDARP00000105504;
ENSDARG00000087718	\N	zf-C2H2	ENSDARP00000105511;
ENSDARG00000088107	\N	zf-C2H2	ENSDARP00000105522;
ENSDARG00000078562	799470	zf-C2H2	ENSDARP00000105548;ENSDARP00000098366;ENSDARP00000098251;
ENSDARG00000089598	100537687	zf-C2H2	ENSDARP00000105557;
ENSDARG00000086999	\N	zf-C2H2	ENSDARP00000105571;
ENSDARG00000088331	\N	zf-C2H2	ENSDARP00000105627;ENSDARP00000128640;
ENSDARG00000090539	\N	zf-C2H2	ENSDARP00000105637;ENSDARP00000116777;
ENSDARG00000091524	\N	zf-C2H2	ENSDARP00000105663;ENSDARP00000125166;
ENSDARG00000091355	\N	zf-C2H2	ENSDARP00000105684;
ENSDARG00000062338	100003889	zf-C2H2	ENSDARP00000105699;ENSDARP00000104669;
ENSDARG00000087642	\N	zf-C2H2	ENSDARP00000105710;
ENSDARG00000088456	\N	zf-C2H2	ENSDARP00000105784;
ENSDARG00000090871	101882489	zf-C2H2	ENSDARP00000105855;
ENSDARG00000089950	101886494	zf-C2H2	ENSDARP00000106003;
ENSDARG00000086278	\N	zf-C2H2	ENSDARP00000106009;
ENSDARG00000086855	100007471	zf-C2H2	ENSDARP00000106019;
ENSDARG00000090220	101887036	zf-C2H2	ENSDARP00000106074;
ENSDARG00000086368	101885011	zf-C2H2	ENSDARP00000106100;
ENSDARG00000090942	101885996	zf-C2H2	ENSDARP00000106119;
ENSDARG00000087721	\N	zf-C2H2	ENSDARP00000106146;
ENSDARG00000087442	101887073	zf-C2H2	ENSDARP00000106151;ENSDARP00000125397;
ENSDARG00000060808	497407	zf-C2H2	ENSDARP00000106163;ENSDARP00000080486;
ENSDARG00000088731	101882787	zf-C2H2	ENSDARP00000106165;
ENSDARG00000086975	\N	zf-C2H2	ENSDARP00000106167;
ENSDARG00000091146	\N	zf-C2H2	ENSDARP00000106204;
ENSDARG00000086353	\N	zf-C2H2	ENSDARP00000106217;
ENSDARG00000086402	\N	zf-C2H2	ENSDARP00000106219;
